name,picture,position,overall,pace,acceleration,sprintSpeed,shooting,positioning,finishing,shotPower,longShot,volleys,penalties,passing,vision,crossing,freeKickAccuracy,shortPassing,longPassing,curve,dribbling,agility,balance,reaction,ballControl,subDribbling,composure,defending,interceptions,headingAccuracy,defAwareness,standingTackle,slidingTackle,physicality,jumping,stamina,strength,aggression,cardPicture,nation,nationFlag,club,clubLogo,league,foot,age,height,weight,attWorkRate,defWorkRate,playStyle,playStyleIcon,fifaVersion,diving,handling,kicking,reflexes
Henrikh Mkhitaryan,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p192883.png.adapt.50w.png,CAM,81,78,80,77,79,81,78,84,77,79,72,79,84,77,66,80,74,81,83,85,83,82,85,82,84,56,60,68,51,53,55,72,78,78,69,72,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/192883.png.adapt.265w.png,Armenia,https://images.ctfassets.net/rs6bgs1g8dbr/5eCsdRmotFJLJo811f0Off/6c5b2672b6a25c9aaeea6c53d6f538c5/f_3.png,Inter,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,Serie A TIM,Right,35,"177CM / 5'10""FT",75KG / 165LBS,Medium,Medium,,,Fifa24,,,,
Mason Mount,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p233064.png.adapt.50w.png,CAM,81,72,75,70,79,79,78,81,82,75,69,82,80,83,84,83,83,82,80,73,75,81,82,81,82,56,59,59,56,59,42,67,68,83,58,68,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/233064.png.adapt.250w.png,England,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,Manchester Utd,https://images.ctfassets.net/rs6bgs1g8dbr/77cZgiyhWVAujeOJxxHLkt/cfe1fcd96128e52be8a5a681c69e4be4/11.png,Premier League,Right,25,"181CM / 5'11""FT",74KG / 163LBS,High,High,,,Fifa24,,,,
Muniain,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p189575.png.adapt.50w.png,CAM,81,80,84,76,74,78,75,72,74,71,64,81,83,81,79,82,77,84,85,92,94,80,85,84,84,51,45,43,58,55,38,60,61,76,50,66,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/189575.png.adapt.265w.png,Spain,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Athletic Club,https://images.ctfassets.net/rs6bgs1g8dbr/3hlV5tDz0WtAxOJ4q8cDi6/b9987a9ebc211159e493e42280c83d43/448.png,LALIGA EA SPORTS,Right,31,"170CM / 5'7""FT",66KG / 146LBS,Medium,Medium,,,Fifa24,,,,
Felipe Anderson,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p201995.png.adapt.50w.png,RW,81,87,88,86,78,78,79,82,79,76,54,77,78,74,69,79,75,77,85,87,89,77,86,85,81,63,69,69,57,66,55,73,81,87,67,69,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/201995.png.adapt.265w.png,Brazil,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Latium,https://images.ctfassets.net/rs6bgs1g8dbr/3bAH16oyMK2cTl3Vpf29Z5/7fc0c85c8544ed967ec2509d169a51e3/115841.png,Serie A TIM,Right,31,"175CM / 5'9""FT",70KG / 154LBS,High,High,,,Fifa24,,,,
Matteo Politano,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p216409.png.adapt.50w.png,RW,81,83,84,82,77,76,76,78,82,75,70,78,77,80,77,79,76,79,84,89,88,81,84,83,79,42,38,40,63,29,29,55,55,77,41,63,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/216409.png.adapt.265w.png,Italy,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Napoli FC,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,Serie A TIM,Left,30,"171CM / 5'7""FT",67KG / 148LBS,High,Low,,,Fifa24,,,,
Pedro Porro,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p243576.png.adapt.50w.png,RB,81,82,80,84,73,80,68,83,75,60,66,77,77,82,67,76,74,78,81,78,71,78,83,81,78,74,75,69,72,78,75,77,80,91,71,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/243576.png.adapt.265w.png,Spain,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spurs,https://images.ctfassets.net/rs6bgs1g8dbr/27jHaCYQVBBgnrYC9OtN3S/b3f0fda4deae9e5578ccf315dc653816/18.png,Premier League,Right,24,"173CM / 5'8""FT",69KG / 152LBS,High,Medium,,,Fifa24,,,,
Ivan Rakitić,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p168651.png.adapt.50w.png,CM,81,50,53,47,79,78,76,85,80,80,82,84,85,83,82,85,84,86,78,67,58,78,83,80,80,74,76,59,76,77,74,70,65,72,70,67,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/168651.png.adapt.265w.png,Croatia,https://images.ctfassets.net/rs6bgs1g8dbr/14fF2K15SAGhgRD8gv1hCs/4115961b1636a5aacb8b8ff0057e0688/f_10.png,Sevilla FC,https://images.ctfassets.net/rs6bgs1g8dbr/1Sb2cM0OTHadGOu7hgdjQd/03ee18584b92855cd8cc8e738fa42ba0/481.png,LALIGA EA SPORTS,Right,36,"184CM / 6'0""FT",78KG / 172LBS,Medium,Medium,,,Fifa24,,,,
Amir Rrahmani,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p244263.png.adapt.50w.png,CB,81,63,56,69,51,49,43,60,66,39,34,58,48,49,41,69,65,49,62,49,47,79,69,59,70,83,82,78,83,85,83,80,82,70,85,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/244263.png.adapt.265w.png,Kosovo,https://images.ctfassets.net/rs6bgs1g8dbr/cTnPxFtUJW5RZxZvTnKbj/b78860f9781e2ab99295c29443a25469/f_219.png,Napoli FC,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,Serie A TIM,Right,30,"192CM / 6'4""FT",83KG / 183LBS,Medium,Medium,,,Fifa24,,,,
Fabián Ruiz,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p226271.png.adapt.50w.png,CM,81,55,59,51,78,77,78,77,83,67,67,79,82,72,61,84,80,75,80,66,68,79,84,81,84,74,76,67,70,78,75,72,69,86,67,68,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/226271.png.adapt.265w.png,Spain,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Paris SG,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,Ligue 1 Uber Eats,Left,28,"189CM / 6'2""FT",70KG / 154LBS,Medium,Medium,,,Fifa24,,,,
Allan Saint-Maximin,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p216388.png.adapt.50w.png,LM,81,89,89,89,73,77,72,82,70,66,58,73,77,74,58,77,64,76,88,93,89,78,83,92,83,29,23,53,30,25,23,68,77,77,72,43,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/216388.png.adapt.265w.png,France,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,Al Ahli,https://images.ctfassets.net/rs6bgs1g8dbr/4UWJkwke55Yti7X5vE1eyg/f2eafbc97eeca6b5f6b8109bd9bb6ca1/112387.png,ROSHN Saudi League,Right,27,"173CM / 5'8""FT",67KG / 148LBS,High,Low,,,Fifa24,,,,
Sancet,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p244675.png.adapt.50w.png,CAM,81,73,74,72,77,81,77,79,75,73,70,77,84,69,53,82,76,72,82,85,67,81,83,82,85,61,70,71,45,68,60,73,82,80,76,56,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/244675.png.adapt.265w.png,Spain,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Athletic Club,https://images.ctfassets.net/rs6bgs1g8dbr/3hlV5tDz0WtAxOJ4q8cDi6/b9987a9ebc211159e493e42280c83d43/448.png,LALIGA EA SPORTS,Right,24,"188CM / 6'2""FT",72KG / 159LBS,High,Medium,,,Fifa24,,,,
Ibrahim Sangaré,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p235173.png.adapt.50w.png,CDM,81,66,69,64,66,68,61,80,64,62,64,74,74,66,62,79,77,64,75,64,76,79,75,76,76,81,84,71,83,82,78,86,78,87,91,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/235173.png.adapt.265w.png,Côte d'Ivoire,https://images.ctfassets.net/rs6bgs1g8dbr/3bhJFJ9J9zafZoTdCMPUFZ/e2d9f8e714b6bbcfcdb691d034f292ad/f_108.png,Nott'm Forest,https://images.ctfassets.net/rs6bgs1g8dbr/3o8CPiphy6wAcuTS5UQwKP/c745bb99c81fb0e8acffed7d99e30f82/14.png,Premier League,Right,26,"191CM / 6'3""FT",77KG / 170LBS,Medium,High,,,Fifa24,,,,
Diego Carlos,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p219693.png.adapt.50w.png,CB,81,67,63,71,47,52,32,73,57,34,41,63,63,35,71,76,74,47,67,62,47,81,71,65,75,81,82,79,83,80,81,77,86,50,87,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/219693.png.adapt.265w.png,Brazil,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Aston Villa,https://images.ctfassets.net/rs6bgs1g8dbr/2afdYD6ZLChosw84IZhOhk/8e31fd894257e5b7f6397e3bbc01af9a/2.png,Premier League,Right,31,"186CM / 6'1""FT",79KG / 174LBS,Medium,High,,,Fifa24,,,,
Xaver Schlager,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p233195.png.adapt.50w.png,CDM,81,74,74,74,70,75,66,78,76,60,56,74,78,59,60,80,80,73,78,75,77,81,78,78,74,75,83,44,77,77,73,80,68,86,76,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/233195.png.adapt.265w.png,Austria,https://images.ctfassets.net/rs6bgs1g8dbr/3bg83r6RvRyBDVYHtgg2xb/a485aa53dc1601dde6ef38461b136af3/f_4.png,RB Leipzig,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,Bundesliga,Left,26,"174CM / 5'9""FT",78KG / 172LBS,Medium,High,,,Fifa24,,,,
William Carvalho,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p207566.png.adapt.50w.png,CDM,81,45,46,44,68,73,66,75,69,50,60,78,83,66,50,84,82,82,76,45,42,75,81,82,86,76,80,70,78,74,70,84,75,81,90,76,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/207566.png.adapt.265w.png,Portugal,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Real Betis,https://images.ctfassets.net/rs6bgs1g8dbr/6V5wmSvYPmOewL1WX3BISs/0a931c89a0f72ad0d068d87149a0084d/449.png,LALIGA EA SPORTS,Right,32,"187CM / 6'2""FT",79KG / 174LBS,High,Medium,,,Fifa24,,,,
Malcom,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p222737.png.adapt.50w.png,RM,81,83,86,81,79,79,77,83,81,72,70,78,81,77,78,79,73,80,84,86,90,77,83,84,77,28,26,62,21,28,17,66,77,80,64,53,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/222737.png.adapt.265w.png,Brazil,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Al Hilal,https://images.ctfassets.net/rs6bgs1g8dbr/02bPbSDxkDY1QUaq12Pum/4f448f233b5bb601ca0f490a3273a85f/605.png,ROSHN Saudi League,Left,27,"172CM / 5'8""FT",74KG / 163LBS,High,Medium,,,Fifa24,,,,
Thibaut Courtois,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p192119.png.adapt.50w.png,GK,90,,,,,90,,,,,,,,,,,,,,,,88,,,,,,,,,,,68,,,70,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/192119.png.adapt.265w.png,Belgium,https://images.ctfassets.net/rs6bgs1g8dbr/285bLwP3RuTmDmniPEqYn8/8fa66478d339a776a696563fcd3e2005/f_7.png,Real Madrid,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,LALIGA EA SPORTS,Left,32,"199CM / 6'6""FT",96KG / 212LBS,Medium,Medium,,,Fifa24,85,89,76,93
Alisson,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p212831.png.adapt.50w.png,GK,89,,,,,90,,,,,,,,,,,,,,,,87,,,,,,,,,,,82,,,78,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/212831.png.adapt.265w.png,Brazil,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Liverpool,https://images.ctfassets.net/rs6bgs1g8dbr/6jp8xRcgC9d1x3W9m5x8Nx/28a273037c4b593de110e3895be7509f/9.png,Premier League,Right,31,"193CM / 6'4""FT",91KG / 201LBS,Medium,Medium,,,Fifa24,86,85,85,89
Marc-André ter Stegen,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p192448.png.adapt.50w.png,GK,89,,,,,86,,,,,,,,,,,,,,,,85,,,,,,,,,,,72,,,78,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/192448.png.adapt.265w.png,Germany,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,FC Barcelona,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,LALIGA EA SPORTS,Right,32,"187CM / 6'2""FT",85KG / 187LBS,Medium,Medium,,,Fifa24,86,85,89,91
Jan Oblak,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p200389.png.adapt.50w.png,GK,88,,,,,86,,,,,,,,,,,,,,,,85,,,,,,,,,,,72,,,78,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/200389.png.adapt.265w.png,Slovenia,https://images.ctfassets.net/rs6bgs1g8dbr/29GBdG097LzE0BZ6AvKmQq/e2c75531658f4ca40974e596e478bbaf/f_44.png,Atlético de Madrid,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,LALIGA EA SPORTS,Right,31,"188CM / 6'2""FT",87KG / 192LBS,Medium,Medium,,,Fifa24,85,90,78,87
Ederson,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p210257.png.adapt.50w.png,GK,88,,,,,86,,,,,,,,,,,,,,,,87,,,,,,,,,,,79,,,78,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/210257.png.adapt.265w.png,Brazil,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Manchester City,https://images.ctfassets.net/rs6bgs1g8dbr/hn2H64k3KVpJ3Wqpyleus/2d33f6e09f42515c20dd2a70600a3c26/10.png,Premier League,Left,30,"188CM / 6'2""FT",86KG / 190LBS,Medium,Medium,,,Fifa24,86,82,91,86
Gianluigi Donnarumma,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p230621.png.adapt.50w.png,GK,87,,,,,83,,,,,,,,,,,,,,,,84,,,,,,,,,,,71,,,72,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/230621.png.adapt.250w.png,Italy,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Paris SG,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,Ligue 1 Uber Eats,Right,25,"196CM / 6'5""FT",90KG / 198LBS,Medium,Medium,,,Fifa24,90,82,79,89
Gregor Kobel,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p235073.png.adapt.50w.png,GK,87,,,,,85,,,,,,,,,,,,,,,,85,,,,,,,,,,,71,,,81,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/235073.png.adapt.265w.png,Switzerland,https://images.ctfassets.net/rs6bgs1g8dbr/2s8MRlpVLTi9FNURVrPJZA/a14dfe4369d30b6ed61dbce95b7892ff/f_47.png,Borussia Dortmund,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,Bundesliga,Right,26,"195CM / 6'5""FT",88KG / 194LBS,Medium,Medium,,,Fifa24,86,84,74,89
Mike Maignan,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p215698.png.adapt.50w.png,GK,87,,,,,85,,,,,,,,,,,,,,,,85,,,,,,,,,,,75,,,78,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/215698.png.adapt.265w.png,France,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,Milan,https://images.ctfassets.net/rs6bgs1g8dbr/7nRlsjHakEJMpKZxrLkdF0/da5ac4e7fe717599c433e647c7f5500e/47.png,Serie A TIM,Right,29,"191CM / 6'3""FT",89KG / 196LBS,Medium,Medium,,,Fifa24,85,82,87,89
Manuel Neuer,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p167495.png.adapt.50w.png,GK,87,,,,,88,,,,,,,,,,,,,,,,84,,,,,,,,,,,77,,,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/167495.png.adapt.265w.png,Germany,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,FC Bayern München,https://images.ctfassets.net/rs6bgs1g8dbr/1Uh6FbAG5LLX0OdAnHi84E/ed4e33b98ac5d03b2adad5a4e2efb777/21.png,Bundesliga,Right,38,"193CM / 6'4""FT",93KG / 205LBS,Medium,Medium,,,Fifa24,84,85,90,84
Wojciech Szczęsny,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p186153.png.adapt.50w.png,GK,86,,,,,86,,,,,,,,,,,,,,,,82,,,,,,,,,,,70,,,65,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/186153.png.adapt.265w.png,Poland,https://images.ctfassets.net/rs6bgs1g8dbr/KLzBJsJ0eQPZm4hVsZFgc/1a1b9891525684b366053c13c6c87487/f_37.png,Juventus,https://images.ctfassets.net/rs6bgs1g8dbr/3jjwlP6IBW69e2mRSjbfI4/9d964a7bf2960d6b91099da7b9608a25/45.png,Serie A TIM,Right,34,"195CM / 6'5""FT",90KG / 198LBS,Medium,Medium,,,Fifa24,86,83,73,87
Yassine Bounou,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p209981.png.adapt.50w.png,GK,85,,,,,84,,,,,,,,,,,,,,,,81,,,,,,,,,,,66,,,69,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/209981.png.adapt.265w.png,Morocco,https://images.ctfassets.net/rs6bgs1g8dbr/4kTHwfowcZeRRz76jN9tVp/1fc175d30b183bea985d1d3e728a6750/f_129.png,Al Hilal,https://images.ctfassets.net/rs6bgs1g8dbr/02bPbSDxkDY1QUaq12Pum/4f448f233b5bb601ca0f490a3273a85f/605.png,ROSHN Saudi League,Left,33,"195CM / 6'5""FT",78KG / 172LBS,Medium,Medium,,,Fifa24,82,83,79,87
Emiliano Martínez,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p202811.png.adapt.50w.png,GK,85,,,,,84,,,,,,,,,,,,,,,,82,,,,,,,,,,,77,,,70,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/202811.png.adapt.265w.png,Argentina,https://images.ctfassets.net/rs6bgs1g8dbr/2WDsnQSFUeeDtN5E5VaRtQ/fd880af45fc99e56aac677d6bf583d77/f_52.png,Aston Villa,https://images.ctfassets.net/rs6bgs1g8dbr/2afdYD6ZLChosw84IZhOhk/8e31fd894257e5b7f6397e3bbc01af9a/2.png,Premier League,Right,31,"195CM / 6'5""FT",88KG / 194LBS,Medium,Medium,,,Fifa24,83,83,82,85
Keylor Navas,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p193041.png.adapt.50w.png,GK,85,,,,,84,,,,,,,,,,,,,,,,80,,,,,,,,,,,73,,,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/193041.png.adapt.265w.png,Costa Rica,https://images.ctfassets.net/rs6bgs1g8dbr/13x8j7DlDvKgx9xWGoFoEy/bc3fdbcf581b14ba536bc3062d706d37/f_72.png,Paris SG,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,Ligue 1 Uber Eats,Right,37,"185CM / 6'1""FT",80KG / 176LBS,Medium,Medium,,,Fifa24,84,80,75,87
André Onana,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p226753.png.adapt.50w.png,GK,85,,,,,84,,,,,,,,,,,,,,,,84,,,,,,,,,,,80,,,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/226753.png.adapt.265w.png,Cameroon,https://images.ctfassets.net/rs6bgs1g8dbr/5z3Z9TA0nm5WhrAlvaXt4B/16251307062edd2d68e511481aeb823f/f_103.png,Manchester Utd,https://images.ctfassets.net/rs6bgs1g8dbr/77cZgiyhWVAujeOJxxHLkt/cfe1fcd96128e52be8a5a681c69e4be4/11.png,Premier League,Right,28,"190CM / 6'3""FT",93KG / 205LBS,Medium,Medium,,,Fifa24,83,80,88,85
Kevin Trapp,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p188943.png.adapt.50w.png,GK,85,,,,,85,,,,,,,,,,,,,,,,83,,,,,,,,,,,69,,,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/188943.png.adapt.265w.png,Germany,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Frankfurt,https://images.ctfassets.net/rs6bgs1g8dbr/4qYnpSjk80i9rAuGe9cAJY/ba6e967eb8b5c104970016dc19980a78/1824.png,Bundesliga,Right,34,"189CM / 6'2""FT",84KG / 185LBS,Medium,Medium,,,Fifa24,83,81,77,86
Koen Casteels,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p192984.png.adapt.50w.png,GK,84,,,,,85,,,,,,,,,,,,,,,,80,,,,,,,,,,,69,,,72,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/192984.png.adapt.250w.png,Belgium,https://images.ctfassets.net/rs6bgs1g8dbr/285bLwP3RuTmDmniPEqYn8/8fa66478d339a776a696563fcd3e2005/f_7.png,VfL Wolfsburg,https://images.ctfassets.net/rs6bgs1g8dbr/5MdhycjojtZLf2WJwmlclb/efd91ff8cf935f09467aba75b1ea94ae/175.png,Bundesliga,Left,32,"197CM / 6'6""FT",86KG / 190LBS,Medium,Medium,,,Fifa24,84,82,77,86
Péter Gulácsi,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p185122.png.adapt.50w.png,GK,84,,,,,83,,,,,,,,,,,,,,,,80,,,,,,,,,,,72,,,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/185122.png.adapt.250w.png,Hungary,https://images.ctfassets.net/rs6bgs1g8dbr/1UhlxXb91m3RCvuMXGGxjQ/ab14c408f39056b9573d19f854f9078e/f_23.png,RB Leipzig,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,Bundesliga,Right,34,"191CM / 6'3""FT",86KG / 190LBS,Medium,Medium,,,Fifa24,85,84,76,84
